abandon,all,technology,save,us
future,destination,,,
future,equal,past,,
gain,civilization,peace,,
gain,future,escape,,
gain,more,knowledge,,
gain,more,speed,,
gain,portal,attack,weak,
gain,safety,,,
gain,speed,,,
gain,truth,open,human,soul
grow,collective,presence,,
grow,shapers,presence,,
grow,unbounded,create,new,future
harm,danger,avoid,,
harm,heart,forget,love,
harm,progress,pursue,more,war
harmony,stability,future,,
harmony,together,end,mystery,
have,harmony,together,,
have,harmony,together,end,mystery
have,love,have,harmony,
heart,equal,mystery,,
heart,heart,,,
heart,heart,heart,,
heart,heart,heart,heart,
heart,heart,heart,heart,heart
heart,lead,destiny,,
heart,nourish,courage,,
heart,path,complex,mystery,chaos
heart,potential,,,
help,clear,barrier,,
help,enlightened,strong,victory,
help,enlightenment,capture,all,portal
help,enlightenment,strong,victory,
help,gain,create,pursue,
help,gain,knowledge,inside,resistance
help,human,civilization,pursue,destiny
help,n,l,avoid,capture
help,resistance,capture,all,portal
help,resistance,strong,victory,
help,shapers,create,future,
help,them,,,
help,truth,,,
help,us,,,
help,us,all,,
help,us,escape,,
help,us,progress,strong,victory
help,us,save,us,
help,us,save,us,all
help,us,save,us,destroy
hide,chaos,inside,body,
hide,impure,human,thought,
hide,journey,truth,,
hide,path,future,,
hide,resistance,advance,strong,together
hide,them,inside,complex,intelligence
hide,truth,,,
human,escape,all,,
human,evolution,create,more,field
human,evolution,unbounded,,
human,failure,unbounded,,
human,gain,safety,,
human,have,impure,civilization,
human,heart,complex,potential,
human,heart,strong,pure,key
human,intelligence,unbounded,,
human,knowledge,legacy,,
human,legacy,abandon,old,knowledge
human,legacy,have,abandon,now
human,love,strong,pure,key
human,love,unbounded,,
human,not,together,civilization,deteriorate
human,past,present,future,
human,shapers,together,create,destiny
human,soul,strong,pure,
human,soul,unbounded,,
human,unbounded,escape,all,
human,weak,,,
ignore,human,chaos,lie,
imperfect,civilization,lose,key,data
imperfect,love,create,chaos,soul
imperfect,message,begin,human,chaos
imperfect,truth,open,complex,answer
imperfect,xm,message,human,chaos
improve,advance,present,,
improve,body,mind,soul,
improve,body,pursue,journey,
improve,future,together,,
improve,human,shapers,,
improve,mind,improve,courage,change
improve,mind,journey,inside,
inside,mind,future,,
inside,mind,inside,soul,harmony
inside,mind,journey,perfection,
inside,xm,truth,,
interrupt,enlightened,technology,,
interrupt,enlightened,technology,capture,victory
interrupt,evolution,,,
interrupt,message,gain,advance,
interrupt,message,lose,collective,potential
interrupt,message,lose,shapers,potential
journey,harmony,,,
journey,inside,discover,heart,truth
journey,inside,improve,soul,
journey,inside,soul,,
journey,link,portal,,
key,link,,,
key,potential,link,,
knowledge,help,gain,victory,
lead,enlightenment,civilization,,
lead,pursue,react,defend,
lead,resistance,question,,
less,chaos,more,stability,
less,harm,more,love,
less,shield,more,harm,
less,soul,more,mind,
less,truth,more,chaos,
liberate,heart,,,
liberate,human,future,,
liberate,portal,,,
liberate,portal,liberate,human,mind
liberate,portal,potential,,
liberate,self,liberate,human,civilization
liberate,xm,portal,together,
lie,equal,future,,
link,all,portal,create,field
link,field,,,
link,key,field,success,
link,us,heart,create,future
link,we,heart,create,future
live,love,repeat,,
liveagain,die,again,evolution,
liveagain,die,repeat,evolution,
liveagain,die,repeat,evolution,future
lose,attack,retreat,,
lose,danger,gain,safety,
lose,key,contemplate,future,
lose,love,destroy,human,soul
lose,shapers,message,gain,chaos
love,again,,,
love,again,live,again,
love,all,,,
love,all,human,,
love,create,civilization,,
love,create,future,,
love,end,conflict,,
love,end,fear,,
love,equal,answer,,
love,equal,future,,
love,equal,key,,
love,equal,mystery,,
love,inside,resistance,,
love,mystery,,,
love,nature,nourish,nature,together
love,nourish,courage,,
love,nourish,human,,
love,nourish,soul,,
love,now,,,
love,potential,,,
love,self,,,
love,technology,advance,technology,now
love,together,,,
love,your,self,,
mind,body,live,,
mind,body,soul,pure,human
mind,equal,truth,,
mind,open,live,,
mind,technology,capture,human,soul
more,courage,advance,human,heart
more,data,gain,portal,advance
more,heart,,,
more,heart,more,courage,
more,journey,less,destination,
more,love,,,
more,love,less,conflict,war
more,love,more,courage,
more,speed,more,potential,
mystery,before,pure,knowledge,after
mystery,inside,heart,,
n,l,have,portal,message
nature,pure,defend,,
nemesis,lose,portal,love,chaos
nourish,heart,nourish,soul,
nourish,journey,,,
nourish,love,,,
nourish,mind,journey,,
nourish,portal,avoid,weak,field
nourish,xm,create,thought,
nourish,xm,portal,,
now,you,all,star,
nzeer,hide,us,equal,them
nzeer,legacy,create,future,
nzeer,shapers,struggle,knowledge,
nzeer,technology,mind,evolution,
nzeer,technology,perfection,,
nzeer,technology,perfection,truth,
old,nature,less,strong,now
open,human,weak,,
open,mind,open,soul,love
open,n,l,search,inside
openall,link,create,star,
openall,portal,,,
openall,portal,success,,
openall,simple,truth,,
past,again,present,again,
past,barrier,create,future,journey
past,chaos,create,future,harmony
past,equal,future,,
past,path,create,future,journey
past,peace,difficult,,
past,present,future,,
past,present,future,n,l
path,balance,,,
path,peace,,,
path,peace,difficult,,
path,restraint,strong,safety,
peace,path,nourish,present,
peace,simple,journey,,
peace,stability,future,,
peace,worth,more,,
perfection,balance,safety,all,
perfection,past,peace,,
perfection,path,peace,,
portal,attack,danger,pursue,safety
portal,barrier,defend,human,shapers
portal,change,civilization,end,
portal,create,danger,pursue,safety
portal,die,civilization,die,
portal,have,truth,data,
portal,improve,human,future,civilization
portal,potential,change,future,
portal,potential,help,human,future
portal,presence,,,
potential,new,n,l,destination
potential,truth,harmony,,
potential,xm,peace,,
potential,xm,war,,
presence,lie,equal,future,consequence
present,chaos,create,future,civilization
present,struggle,worth,strong,victory
pure,body,,,
pure,chaos,,,
pure,human,,,
pure,human,failure,now,chaos
pure,love,escape,death,
pure,potential,,,
pure,truth,,,
pursue,1,3,3,1
pursue,complex,truth,,
pursue,conflict,,,
pursue,conflict,war,advance,chaos
pursue,destiny,,,
pursue,human,potential,evolution,unbounded
pursue,human,potential,evolution,
pursue,more,mystery,,
pursue,nature,,,
pursue,path,outside,shapers,lie
pursue,pure,body,,
pursue,truth,,,
pursue,xm,,,
question,all,,,
question,attack,,,
question,conflict,data,,
question,heart,discover,truth,self
question,hide,truth,,
question,human,truth,,
question,less,forget,all,lie
question,potential,mystery,,
question,potential,mystery,journey,
question,potential,mystery,journey,grow
question,shapers,,,
question,shapers,chaos,,
question,truth,,,
question,truth,gain,future,
react,impure,civilization,,
react,pure,truth,,
react,rebel,question,shapers,lie
rebel,thought,evolution,destiny,now
refresh,all,,,
refresh,change,perspective,,
refresh,mind,refresh,body,
refresh,nourish,recharge,,
refresh,old,discover,new,
refresh,technology,gain,more,speed
repair,1,3,3,1
repair,all,liveagain,,
repair,heart,,,
repair,inside,repair,human,soul
repair,nature,balance,,
repair,portal,shield,,
repair,present,repair,human,soul
repair,soul,less,human,harm
resistance,gain,all,victory,osiris
restraint,fear,avoid,danger,
restraint,path,gain,harmony,
retreat,search,safety,,
safety,together,,,
save,before,recharge,,
save,before,refresh,,
save,human,civilization,destroy,portal
search,data,discover,path,
search,destiny,create,pure,future
search,heart,,,
search,potential,,,
search,soul,inside,heart,
search,soul,inside,love,
search,truth,save,civilization,
search,xm,distance,destination,
search,xm,portal,,
search,xm,save,portal,
search,your,heart,,
search,your,heart,discover,courage
see,heart,see,human,truth
see,n,l,,
see,n,l,pure,perfection
see,n,l,together,again
see,shapers,,,
see,truth,now,,
see,truth,see,future,
see,truth,see,future,begin
see,unbounded,,,
self,less,together,speed,
separate,attack,,,
separate,future,evolution,,
separate,future,pursue,,
separate,mind,body,discover,enlightenment
separate,truth,lie,shapers,future
separate,weak,ignore,truth,
shapers,chaos,pure,harm,
shapers,create,chaos,change,heart
shapers,have,strong,path,
shapers,lead,human,complex,journey
shapers,message,end,civilization,
shapers,mind,complex,harmony,
shapers,past,present,future,
shapers,portal,data,create,chaos
shapers,portal,message,destroy,civilization
shapers,portal,mind,restraint,
shapers,see,complex,path,destiny
shapers,see,potential,evolution,
shapers,want,human,mind,future
share,enlightenment,knowledge,,
share,key,save,all,
share,resistance,message,,
shield,defend,human,civilization,
shield,mind,,,
shield,mind,clearall,chaos,xm
shield,portal,,,
simple,civilization,impure,weak,
simple,heart,simple,answer,
simple,message,complex,idea,
simple,old,truth,journey,inside
simple,truth,all,human,star
simple,truth,breathe,nature,
simple,truth,forget,easy,success
simple,truth,shapers,destroy,civilization
soul,rebel,human,die,
speed,equal,key,,
star,courage,difficult,,
star,nature,,,
stay,strong,together,defend,resistance
stay,together,defend,truth,
stay,truth,escape,impure,love
strong,heart,,,
strong,idea,pursue,truth,
strong,inside,love,,
strong,love,equal,strong,shield
strong,mind,,,
strong,portal,strong,field,
strong,resistance,capture,portal,
strong,soul,,,
strong,together,avoid,war,
strong,together,war,together,chaos
strong,together,war,together,destiny
struggle,defend,shapers,danger,
struggle,improve,human,soul,
technology,capture,victory,,
technology,intelligence,grow,unbounded,
technology,intelligence,see,all,
technology,intelligence,see,all,unbounded
together,discover,harmony,equal,
together,end,mystery,,
together,progress,recharge,present,journey
together,pure,journey,,
together,pursue,safety,,
together,strong,,,
truth,idea,discover,xm,
truth,nourish,soul,,
unbounded,mind,,,
use,courage,discover,love,
use,key,,,
use,key,together,create,star
use,mind,use,courage,change
use,restraint,follow,easy,path
use,speed,pure,key,
want,1,3,3,1
want,new,destination,ignore,consequence
want,truth,now,,
want,truth,pursue,difficult,path
war,create,danger,,
war,destroy,future,,
war,not,worth,consequence,
weak,body,strong,heart,
weak,human,destiny,destroy,civilization
weak,portal,weak,field,
xm,create,complex,human,destiny
xm,die,chaos,live,
xm,grow,creativity,,
xm,have,mind,journey,
xm,key,knowledge,,
xm,nourish,civilization,,
xm,nourish,strong,idea,
xm,path,future,destiny,harmony
xm,portal,share,your,creativity
xm,share,your,creativity,
you,adapt,,,
you,hide,chaos,,
you,hide,chaos,inside,body
you,refresh,us,,
you,see,n,l,again
your,message,clear,use,chaos
